"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JWRL9BM7","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160614_051150000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:14:44","2017-11-28 22:14:44","2017-11-28 22:14:44","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/9CS74GS8/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83PH6LB3","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160628_119100000/flavell-te-ururoa-mallard-trevor","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:14:22","2017-11-28 22:14:22","2017-11-28 22:14:22","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/4KHQJ3FR/flavell-te-ururoa-mallard-trevor.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC2PREM7","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160628_125700000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:13:49","2017-11-28 22:13:49","2017-11-28 22:13:49","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/QSXXG7TQ/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGZ9JU4K","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160809_074250000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:05:57","2017-11-28 22:05:57","2017-11-28 22:05:57","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/W7IDEX7T/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKGEQTTK","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160818_061650000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:04:50","2017-11-28 22:04:50","2017-11-28 22:04:50","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/NEVQDY7P/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCF3EXFW","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160823_051450000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:04:13","2017-11-28 22:04:13","2017-11-28 22:04:13","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/BNP7QC6K/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9YDA3DV","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160823_127500000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:03:46","2017-11-28 22:03:46","2017-11-28 22:03:46","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/LHNCRXNA/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKIKY4ZT","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20160921_119100000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:02:21","2017-11-28 22:02:21","2017-11-28 22:02:21","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/E6JJYB75/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6EDFRZYD","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161019_050989375/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:01:34","2017-11-28 22:01:34","2017-11-28 22:01:34","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/BRBULPKC/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2SFBGY6","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161129_118800000/flavell-te-ururoa-tisch-lindsay","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:01:05","2017-11-28 22:01:05","2017-11-28 22:01:05","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/FBNSRGVD/flavell-te-ururoa-tisch-lindsay.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKZUF4UB","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161129_123300000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 22:00:31","2017-11-28 22:00:31","2017-11-28 22:00:31","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/YV57ARIB/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FY7P6N8T","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161129_129300000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:59:22","2017-11-28 21:59:22","2017-11-28 21:59:22","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/3RVFEEJN/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92ZXSETS","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161129_133180750/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:58:27","2017-11-28 21:58:27","2017-11-28 21:58:27","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/B9LURFFH/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNV3NCPD","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161206_058500000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:57:42","2017-11-28 21:57:42","2017-11-28 21:57:42","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/PHWEF8CS/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRPZHUU3","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161213_051750000/3-children-young-persons-and-their-families-oranga","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:57:11","2017-11-28 21:57:11","2017-11-28 21:57:11","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/CZ2WGFLZ/3-children-young-persons-and-their-families-oranga.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPXY6QLF","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20161214_056475000/flavell-te-ururoa-carter-david","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:55:32","2017-11-28 21:55:32","2017-11-28 21:55:32","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/P354RWNR/flavell-te-ururoa-carter-david.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEXER5K6","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170207_055350000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:54:57","2017-11-28 21:54:57","2017-11-28 21:54:57","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/SNCB2KTK/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQ686ABF","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170216_051600000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:54:21","2017-11-28 21:54:21","2017-11-28 21:54:21","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/F2XVH3YZ/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83PF4LNA","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170509_060450000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:52:53","2017-11-28 21:52:53","2017-11-28 21:52:53","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/GWKX7NE9/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDU87GKD","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170509_060450000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:52:19","2017-11-28 21:52:19","2017-11-28 21:52:19","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/J789ASL6/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4STDECE","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170621_078300000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:32:53","2017-11-28 21:32:53","2017-11-28 21:32:53","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/32T9USKZ/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9KBQZYN","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170726_052950000/8-m%C4%81ori-development-minister-statements","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:31:12","2017-11-28 21:31:12","2017-11-28 21:31:12","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/7ZSBSZNA/8-māori-development-minister-statements.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG6VBLL4","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170727_053550000/11-m%C4%81ori-development-minister-statements","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:26:14","2017-11-28 21:26:14","2017-11-28 21:26:14","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/HKQQIBTY/11-māori-development-minister-statements.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3V5GTKHU","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170815_118800000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:25:30","2017-11-28 21:25:30","2017-11-28 21:25:30","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/23ZJLEKL/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XE3JMDMT","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170817_052650000/6-m%C4%81ori-development-initiatives-funding","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:25:03","2017-11-28 21:25:03","2017-11-28 21:25:03","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/4J9VU96G/6-māori-development-initiatives-funding.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RT4CYCI","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20170817_060975000/flavell-te-ururoa","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:24:35","2017-11-28 21:24:35","2017-11-28 21:24:35","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/7TFMNQ3M/flavell-te-ururoa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFSXFP9V","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/HansS_20171115_059100000/korako-nuk","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-28 21:16:44","2017-11-28 21:16:44","2017-11-28 21:16:44","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/3NGQ94GA/korako-nuk.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAPSQUG5","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131212_00000370/flavell-te-ururoa-mokomoko-restoration-of-character","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:41:14","2017-11-29 00:41:14","2017-11-29 00:41:14","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/ZURK3VM3/flavell-te-ururoa-mokomoko-restoration-of-character.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRSUZXJY","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131212_00000379/flavell-te-ururoa-mokomoko-restoration-of-character","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:40:56","2017-11-29 00:40:56","2017-11-29 00:40:56","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/7TRZTNEZ/flavell-te-ururoa-mokomoko-restoration-of-character.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYRU6HTC","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131210_00000040/flavell-te-ururoa-obituaries-nelson-mandela","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:41:39","2017-11-29 00:41:39","2017-11-29 00:41:39","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/8FRS4XSR/flavell-te-ururoa-obituaries-nelson-mandela.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2B4PN6FN","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131023_00000325/flavell-te-ururoa-mokomoko-restoration-of-character","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:42:40","2017-11-29 00:42:40","2017-11-29 00:42:40","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/JXGWYL2C/flavell-te-ururoa-mokomoko-restoration-of-character.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322C5ACW","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131023_00000325/flavell-te-ururoa-mokomoko-restoration-of-character","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:43:52","2017-11-29 00:43:52","2017-11-29 00:43:52","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/R823BR3P/flavell-te-ururoa-mokomoko-restoration-of-character.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AP7MA9IW","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131023_00000095/flavell-te-ururoa-te-urewera-t%C5%ABhoe-bill-first-reading","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:44:22","2017-11-29 00:44:22","2017-11-29 00:44:22","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/VVNFJFZL/flavell-te-ururoa-te-urewera-tūhoe-bill-first-reading.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LL69HN7","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20131023_00000004/flavell-te-ururoa-business-of-the-house","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:44:39","2017-11-29 00:44:39","2017-11-29 00:44:39","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/CMZIQB3F/flavell-te-ururoa-business-of-the-house.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3Z68SE4","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130829_00000885/flavell-te-ururoa-questions-for-oral-answer-questions","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:47:40","2017-11-29 00:47:40","2017-11-29 00:47:40","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/MDTFHDMP/flavell-te-ururoa-questions-for-oral-answer-questions.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FPIW5CM","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130802_00000203/tirikatene-rino-ng%C4%81-punawai-o-te-tokotoru-claims-settlement","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:49:50","2017-11-29 00:49:50","2017-11-29 00:49:50","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/XAWFUYFS/tirikatene-rino-ngā-punawai-o-te-tokotoru-claims-settlement.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MXDMLIS6","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130802_00000239/flavell-te-ururoa-ng%C4%81-punawai-o-te-tokotoru-claims-settlement","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:49:20","2017-11-29 00:49:20","2017-11-29 00:49:20","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/BQ9C7PG9/flavell-te-ururoa-ngā-punawai-o-te-tokotoru-claims-settlement.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWSHD7KF","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130802_00000115/flavell-te-ururoa-maungaharuru-tangit%C5%AB-hap%C5%AB-claims-settlement","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:50:16","2017-11-29 00:50:16","2017-11-29 00:50:16","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/8PYTQLWK/flavell-te-ururoa-maungaharuru-tangitū-hapū-claims-settlement.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WKM9WAR","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130802_00000035/flavell-te-ururoa-ng%C4%81-mana-whenua-o-t%C4%81maki-makaurau-collective","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:50:30","2017-11-29 00:50:30","2017-11-29 00:50:30","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/GPJJYQEF/flavell-te-ururoa-ngā-mana-whenua-o-tāmaki-makaurau-collective.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"848Z3F7G","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130730_00000048/flavell-te-ururoa-motions-congratulatory-message-birth","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:51:31","2017-11-29 00:51:31","2017-11-29 00:51:31","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/FL4S67RS/flavell-te-ururoa-motions-congratulatory-message-birth.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMBC7D2K","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130730_00000053/flavell-te-ururoa-motions-congratulatory-message-birth","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:51:17","2017-11-29 00:51:17","2017-11-29 00:51:17","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/XCMYSUHN/flavell-te-ururoa-motions-congratulatory-message-birth.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QM73IDSM","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130703_00001758/flavell-te-ururoa-state-sector-and-public-finance-reform","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:52:26","2017-11-29 00:52:26","2017-11-29 00:52:26","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/2L6LX8VT/flavell-te-ururoa-state-sector-and-public-finance-reform.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MNWCMMV","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130625_00000705/jones-shane-questions-for-oral-answer-questions-to","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:54:32","2017-11-29 00:54:32","2017-11-29 00:54:32","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/VKGPV5XB/jones-shane-questions-for-oral-answer-questions-to.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHYJCQ73","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130625_00000735/jones-shane-questions-for-oral-answer-questions-to","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:53:47","2017-11-29 00:53:47","2017-11-29 00:53:47","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/7NSNCJ65/jones-shane-questions-for-oral-answer-questions-to.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDAIU3C8","webpage","","","Read Hansard Reports","","","","","https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20130507_00000131/flavell-te-ururoa-obituaries-hon-parekura-horomia","Hansard editors report what politicians say in the House of Representatives. Here you can read our near-verbatim reports on all debates, including oral questions and proposed laws (bills).","","2017-11-29 00:56:07","2017-11-29 00:56:07","2017-11-29 00:56:07","","","","","","","","","","","","","","","","","","","","","","","/home/william/Zotero/storage/8IJ9AL8E/flavell-te-ururoa-obituaries-hon-parekura-horomia.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
